POI,이름,총 리뷰수,평균평점,주소,경도,위도,링크,거리
POI19,성김대건신부표착기념관,382,4.6692307692307695,제주특별자치도 제주시 한경면 용수리 4266,126.16770497798,33.322874451646,http://place.map.kakao.com/12137638,2.0461043458275743
POI19,엉알해안,192,4.585714285714286,제주특별자치도 제주시 한경면 고산리,126.167515521661,33.2994209234776,http://place.map.kakao.com/20056455,3.0811764571987963
POI19,엉알해안산책로,192,4.585714285714286,제주특별자치도 제주시 한경면 고산리,126.167515521661,33.2994209234776,http://place.map.kakao.com/20056455,3.0811764571987963
POI19,싱게물공원,893,4.32962962962963,제주특별자치도 제주시 한경면 신창리 1322-1,126.17384855791016,33.34351321536459,http://place.map.kakao.com/17384512,2.263602922089284
POI19,판포포구,751,4.321052631578947,제주특별자치도 제주시 한경면 판포리,126.200023263531,33.365021627537,http://place.map.kakao.com/8638077,4.110684853880684
POI19,수월봉,127,4.205882352941177,제주특별자치도 제주시 한경면 고산리 3760,126.16310858641052,33.29476974463891,http://place.map.kakao.com/25294439,3.731141237972351
POI20,한담해변,1020,4.623076923076924,제주특별자치도 제주시 애월읍 애월리,126.310182891852,33.462224964007,http://place.map.kakao.com/19293737,0.6597402160967272
POI20,곽지해수욕장,1020,4.594117647058823,제주특별자치도 제주시 애월읍 곽지리 1565,126.30467759583657,33.45064040259736,http://place.map.kakao.com/25022153,0.8963514127280267
POI20,모모상점,153,4.463636363636363,제주특별자치도 제주시 애월읍 납읍리 1527-1,126.32990720463454,33.43610056097661,http://place.map.kakao.com/1641258316,2.698814618124286
POI20,올레 15코스,182,4.382352941176471,제주특별자치도 제주시 애월읍 금성리,126.31156024250768,33.432757960725944,http://place.map.kakao.com/11816186,2.096631553816707
POI20,금산공원 제주,209,4.30952380952381,제주특별자치도 제주시 애월읍 납읍리 1457,126.330168759138,33.4336893204358,http://place.map.kakao.com/8209104,2.8725562808114584
POI21,월정리해변,1020,4.566666666666666,제주특별자치도 제주시 구좌읍 월정리 33-3,126.795805057888,33.556469394054,http://place.map.kakao.com/17600274,2.6910738074915805
POI21,김녕성세기해변,146,4.511764705882353,제주특별자치도 제주시 구좌읍 김녕리 497-4,126.759313988844,33.5574388587079,http://place.map.kakao.com/25023085,1.5497982085927218
POI21,김녕해수욕장,146,4.511764705882353,제주특별자치도 제주시 구좌읍 김녕리 497-4,126.759313988844,33.5574388587079,http://place.map.kakao.com/25023085,1.5497982085927218
POI21,제주올레 20코스,144,4.38421052631579,제주특별자치도 제주시 구좌읍 행원리 3554,126.80547165134814,33.55424539993182,http://place.map.kakao.com/17605888,3.7271315741197633
POI21,김녕용암해수사우나,109,4.36,제주특별자치도 제주시 구좌읍 김녕리 1223-5,126.75590352195188,33.556676646532544,http://place.map.kakao.com/1542271483,1.8813770834001227
POI21,김녕요트투어,350,4.336363636363637,제주특별자치도 제주시 구좌읍 김녕리 4212-1,126.737244226674,33.5582595138304,http://place.map.kakao.com/8121610,3.936017565670426
POI21,제주 김녕미로공원,1020,4.1000000000000005,제주특별자치도 제주시 구좌읍 김녕리 산 16,126.772235329263,33.5365318809526,http://place.map.kakao.com/17110921,1.3159283270055553
POI21,만장굴,690,4.057142857142858,제주특별자치도 제주시 구좌읍 김녕리 3341-3,126.769351306065,33.5279325219862,http://place.map.kakao.com/7863269,2.1345764971367243
POI22,소리소문,183,4.607142857142857,제주특별자치도 제주시 한경면 저지리 1738-1,126.25948771691895,33.33260401059995,http://place.map.kakao.com/876962179,4.975293017658304
POI22,금악오름,1020,4.595238095238095,제주특별자치도 제주시 한림읍 금악리 산 1-1,126.30583886304308,33.354572330015976,http://place.map.kakao.com/25189061,3.986421100416101
POI22,제주항공우주박물관,1020,4.48695652173913,제주특별자치도 서귀포시 안덕면 서광리 산 39,126.299687095054,33.3042428009695,http://place.map.kakao.com/19585161,0.739555253539522
POI22,김창열미술관,625,4.421739130434782,제주특별자치도 제주시 한림읍 월림리 115-23,126.26866208311382,33.33906783532018,http://place.map.kakao.com/27400232,4.366713110171674
POI22,오설록티뮤지엄,1020,4.406666666666666,제주특별자치도 서귀포시 안덕면 서광리 1235-1,126.2894892954686,33.30591328662081,http://place.map.kakao.com/11332661,1.3839698023989941
POI22,서커스월드공연장,797,4.385714285714285,제주특별자치도 서귀포시 안덕면 동광리 886,126.34459613429026,33.31436400375418,http://place.map.kakao.com/130487088,4.872685199845968
POI22,제주올레 14-1코스,110,4.3315789473684205,제주특별자치도 제주시 한경면 저지리 1792-3,126.285969605803,33.322110252982824,http://place.map.kakao.com/12016339,1.8955497426398757
POI22,현대미술관 제주,890,4.292,제주특별자치도 제주시 한경면 저지리 2114-63,126.26558503039344,33.33966276456556,http://place.map.kakao.com/15786539,4.681032773772023
POI22,환상숲 곶자왈공원,400,4.282352941176471,제주특별자치도 제주시 한경면 저지리 2848-2,126.263027856853,33.3229067229708,http://place.map.kakao.com/19763694,4.320525490923542
POI22,이니스프리제주하우스,1020,4.257142857142857,제주특별자치도 서귀포시 안덕면 서광리 1235-1,126.29044262571348,33.30632986598419,http://place.map.kakao.com/19306466,1.2714821971653958
POI22,방림원,366,4.1869565217391305,제주특별자치도 제주시 한경면 저지리 2120-91,126.2685277627704,33.33714663916467,http://place.map.kakao.com/8318161,4.279278093220692
